RESPONSIBLE_DISTRICT,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Paris,SH0034 K,4.0,8,71.38,87.5,3.12,17590.5,3569.38
Paris,SH0034 R,0.43,2,89.95,100.0,2.63,4822.66,122.27
Paris,SH0037 K,1.0,3,54.47,54.47,4.09,2157.84,1320.28
Paris,SH0050 K,0.02,1,47.0,100.0,1.8,1076.0,15.0
Paris,SH0091 L,7.48,15,83.38,86.9,3.43,6933.31,264.15
Paris,SH0091 R,4.97,8,83.8,83.8,3.99,7724.75,330.65
Paris,SH0276 K,4.83,10,61.79,62.0,3.35,4986.02,2430.38
Paris,SL0205 K,7.59,16,58.07,85.05,2.19,3052.68,2071.13
Paris,SS0302 K,1.28,11,78.8,93.5,3.38,4601.84,248.07
Paris,SS0302 L,0.6,1,96.0,100.0,2.61,1882.0,13.0
Paris,SS0302 R,0.04,1,20.0,83.0,1.3,2577.0,15.0
Paris,SS0503 R,0.5,1,59.0,86.0,2.66,6095.0,1003.0
Paris,US0069 K,15.92,32,69.63,92.64,2.84,7045.62,4254.35
Paris,US0069 L,50.55,112,57.2,66.38,3.11,15103.38,3442.84
Paris,US0069 R,50.25,111,43.79,57.62,2.81,14302.86,3462.15
Paris,US0069 X,3.29,8,100.0,100.0,3.5,1655.38,2455.25
Paris,US0075 A,8.49,17,69.76,90.76,2.67,5161.76,5220.01
Paris,US0075 L,317.52,627,92.94,94.28,3.75,18749.24,3716.76
Paris,US0075 R,327.45,650,81.05,83.51,3.52,18867.43,3734.29
Paris,US0075 X,8.5,17,79.06,89.59,2.6,2336.52,1962.28
Paris,US0082 A,16.8,36,56.16,72.63,2.68,3140.19,1815.47
Paris,US0082 K,1.0,2,100.0,100.0,4.55,7393.5,3117.0
Paris,US0082 L,112.69,249,74.41,88.62,3.02,9001.94,1896.28
Paris,US0082 R,104.39,234,71.65,89.61,2.9,9252.94,1924.22
Paris,US0082 X,15.71,36,75.78,81.11,2.81,2473.4,1816.55
Paris,US0271 K,0.07,1,0.0,0.0,3.8,4004.0,249.0
Paris,US0271 L,90.84,181,43.1,45.54,3.23,6099.67,797.78
Paris,US0380 K,0.01,1,95.0,100.0,3.1,12746.0,318.0
Paris,US0380 L,3.06,11,86.84,87.51,3.85,6763.14,2304.22
Paris,US0380 R,3.03,11,92.34,92.58,3.63,7813.61,2309.53
Pharr,BU0281WL,0.35,1,68.0,100.0,2.65,9050.0,0.0
Pharr,FM0313 K,0.1,2,4.0,100.0,0.9,9378.5,98.0
Pharr,FM0490 K,0.1,1,5.0,41.0,0.9,1474.0,6113.0
Pharr,FM0755 K,0.53,10,53.56,99.19,1.9,1220.72,250.08
Pharr,FM0800 K,0.53,1,94.0,94.0,3.07,1313.0,693.0
Pharr,FM1015 K,0.82,3,26.71,90.53,1.88,22349.23,1147.59
Pharr,FM1016 K,1.35,19,18.55,95.96,0.87,11298.63,43.53
Pharr,FM1925 K,1.4,7,22.36,98.02,1.66,22151.4,1435.91
Pharr,FM2812 K,0.7,14,33.84,99.74,1.71,10101.76,118.69
Pharr,IH0002 A,0.51,1,83.0,99.0,2.9,5081.0,4816.0
Pharr,IH0002 L,0.7,2,0.0,0.0,2.83,26339.5,932.5
Pharr,IH0002 R,6.05,12,90.25,90.25,4.18,28538.67,1676.58
Pharr,IH0002 X,0.49,1,100.0,100.0,3.1,4544.0,4572.0
Pharr,IH0069CA,0.03,2,90.0,100.0,2.5,1964.0,0.0
Pharr,IH0069CX,0.0,1,100.0,100.0,2.5,453.0,0.0
Pharr,IH0069EA,3.85,8,85.58,86.49,3.12,7190.22,561.64
Pharr,IH0069EL,3.51,7,71.35,71.49,3.74,21570.17,91.54
Pharr,IH0069ER,8.57,17,75.66,75.66,4.13,20248.6,2220.13
Pharr,IH0069EX,3.0,6,99.5,99.5,3.43,3914.17,675.33
Pharr,IH0169 L,7.18,16,87.46,98.36,2.9,2838.07,0.0
Pharr,IH0169 R,9.0,18,93.44,100.0,2.99,2193.89,0.0
Pharr,IH0169 X,0.73,3,29.0,100.0,1.89,8266.67,0.0
Pharr,PR0100 L,5.33,11,15.71,19.76,3.02,9539.03,333.67
Pharr,PR0100 R,5.33,11,9.29,9.29,3.0,9539.03,333.67
Pharr,SH0004 K,0.06,4,0.5,73.75,0.12,16700.0,0.0
Pharr,SH0048 K,9.66,17,64.65,95.15,2.7,22792.0,881.69
Pharr,SH0107 K,2.83,22,31.96,99.84,1.77,19270.76,525.24
Pharr,SH0186 K,1.71,21,30.7,92.15,1.32,2825.66,7.9
Pharr,SH0336 R,2.82,5,90.2,100.0,3.5,7233.6,132.8
Pharr,SH0495 K,0.86,5,98.0,100.0,3.04,6601.2,68.4
Pharr,SH0550 K,0.51,2,56.0,100.0,2.21,3249.5,1.0
Pharr,SH0550 L,9.82,26,84.56,95.75,3.32,5901.42,0.0
Pharr,SH0550 R,11.38,28,89.55,98.56,3.89,6173.47,0.0
Pharr,SS0115 L,1.0,2,0.0,0.0,2.87,12007.0,1969.5
Pharr,SS0115 R,1.0,2,0.0,0.0,2.65,12007.0,1969.5
Pharr,SS0425 K,0.04,2,0.5,92.5,0.4,12651.5,0.0
Pharr,SS0433 K,0.82,10,38.29,98.33,1.87,12216.18,46.85
Pharr,SS0600 K,3.06,30,33.13,99.11,1.68,15263.2,1788.52
Pharr,UP0281 A,1.29,4,64.5,97.0,2.62,6114.75,104.0
Pharr,UP0281 K,9.74,18,92.12,100.0,3.75,16738.83,414.72
Pharr,UP0281 L,2.0,4,80.0,90.5,3.56,8975.75,193.25
Pharr,UP0281 R,2.0,4,90.5,100.0,3.72,8975.75,193.25
Pharr,UP0281 X,1.29,4,83.25,98.5,3.07,5754.5,103.5
Pharr,US0281 K,2.17,7,81.94,96.6,3.75,8831.77,906.01
Pharr,US0281 L,2.6,4,66.85,70.14,3.41,8152.91,910.1
Pharr,US0281 R,1.55,2,41.0,50.0,2.81,8613.5,183.0
San Angelo,IH0010 A,1.83,4,86.98,86.98,3.4,155.75,200.89
San Angelo,IH0010 L,1.59,4,100.0,100.0,4.83,5588.47,472.18
San Angelo,IH0010 R,0.7,2,100.0,100.0,4.7,5596.48,143.27
San Angelo,RM0335 K,6.43,19,82.95,94.74,2.35,128.08,1276.15
San Angelo,RM0337 K,3.5,7,97.71,97.71,3.0,1978.29,745.14
San Angelo,SH0137 K,0.5,1,55.0,100.0,1.94,1825.0,0.0
San Angelo,US0067 A,1.0,2,86.5,86.5,3.84,11154.0,3738.0
San Angelo,US0067 L,1.36,2,49.99,69.5,2.21,1274.44,280.76
San Angelo,US0067 R,1.41,2,81.46,88.46,2.54,1272.73,314.15
San Angelo,US0083 K,4.17,13,84.51,98.3,3.6,4261.36,1725.96
San Angelo,US0083 L,0.07,5,93.71,100.0,3.16,2453.85,161.33
San Angelo,US0083 R,0.08,4,27.04,100.0,1.49,2414.93,117.68
San Angelo,US0277 K,21.79,44,37.52,99.82,2.02,5003.4,467.12
San Angelo,US0377 K,4.96,10,82.83,86.78,2.97,1698.15,2406.98
San Antonio,FM0306 L,0.99,2,79.5,100.0,2.65,3675.0,633.0
San Antonio,FM0306 R,0.99,2,100.0,100.0,3.25,3675.0,633.0
San Antonio,FM1103 K,0.3,2,21.0,100.0,1.65,18871.0,0.0
San Antonio,FM1535 L,0.14,1,53.0,100.0,2.4,12720.0,4.0
San Antonio,FM1535 R,0.14,1,0.0,0.0,2.9,12720.0,4.0
San Antonio,IH0010 A,21.2,57,63.35,69.38,2.64,1050.21,739.13
San Antonio,IH0010 L,204.49,453,86.69,95.51,3.46,69879.36,1070.09
San Antonio,IH0010 R,192.85,422,90.7,94.47,3.66,69246.65,1016.84
San Antonio,IH0010 X,4.7,11,65.71,95.73,2.61,6593.51,3300.29
San Antonio,IH0035 A,0.82,3,85.34,96.09,3.57,11842.13,523.36
San Antonio,IH0035 L,83.84,187,69.64,80.02,3.35,72637.62,1171.62
San Antonio,IH0035 R,55.86,124,58.07,76.11,3.02,75587.07,1519.18
San Antonio,IH0035 X,0.33,1,100.0,100.0,4.1,14585.0,31.0
San Antonio,IH0037 A,5.56,18,33.91,97.43,1.86,5686.34,2132.54
San Antonio,IH0037 L,0.01,1,95.0,100.0,3.1,14167.0,0.0
San Antonio,IH0410 A,3.6,10,92.85,99.35,3.12,21605.25,12604.05
San Antonio,IH0410 L,39.81,86,83.25,90.7,3.58,74294.64,1888.14
San Antonio,IH0410 R,32.68,70,89.01,95.01,3.45,77915.47,2125.93
San Antonio,PA1502 L,2.82,5,85.48,98.6,3.33,23307.45,67.42
San Antonio,PA1502 R,3.32,6,99.8,99.8,4.22,22010.35,56.94
San Antonio,SH0055 K,3.0,6,84.5,88.33,3.28,1654.0,3045.5
San Antonio,SH0072 K,0.14,2,42.0,100.0,1.7,1699.0,0.0
San Antonio,SH0127 K,3.0,6,60.33,99.5,2.18,1066.83,1830.5
San Antonio,SH0151 R,1.0,2,58.5,60.0,3.22,33337.0,138.0
San Antonio,SL0345 K,0.22,1,27.0,83.0,1.98,19328.0,444.0
San Antonio,SL1604 L,7.11,14,94.31,97.4,3.76,28945.51,709.22
San Antonio,SL1604 R,6.11,12,82.0,100.0,3.4,29001.37,695.18
San Antonio,US0281 L,14.61,30,94.8,100.0,3.69,40742.74,338.19
San Antonio,US0281 R,14.12,29,98.12,99.89,3.95,40409.61,333.21
Tyler,BU0175GK,0.85,8,73.95,99.4,2.77,6336.73,110.47
Tyler,FM0049 K,0.38,1,89.0,89.0,3.0,1175.0,3248.0
Tyler,FM0085 K,0.5,1,86.0,86.0,3.3,2554.0,29122.0
Tyler,FM0315 K,1.37,3,63.58,63.58,3.61,3614.09,1204.55
Tyler,FM0514 K,0.5,1,88.0,88.0,3.3,959.0,1571.0
Tyler,FM2087 K,0.26,4,65.0,100.0,2.07,2924.5,0.0
Tyler,FM2767 K,1.0,2,0.0,0.0,2.75,930.0,686.5
Tyler,IH0020 L,239.88,486,92.81,94.36,4.2,16703.34,3464.39
Tyler,IH0020 R,237.49,481,84.32,86.44,4.07,16627.0,3412.18
Tyler,IH0020 X,10.39,21,94.27,94.27,3.37,130.07,6540.75
Tyler,SH0019 K,3.31,6,92.0,92.0,3.91,13461.5,6384.83
Tyler,SH0031 K,10.3,30,87.51,93.56,3.27,11867.1,4856.89
Tyler,SH0031 L,6.29,15,84.59,84.59,3.6,11386.55,437.97
Tyler,SH0031 R,0.38,1,94.0,100.0,3.07,3694.0,11095.0
Tyler,SH0064 K,44.35,90,83.73,98.94,2.97,8180.48,684.03
Tyler,SH0154 K,0.71,2,34.31,34.31,4.03,4301.93,220.28
Tyler,SH0155 K,0.76,1,74.0,74.0,3.35,12885.0,1943.0
Tyler,SH0198 K,1.0,2,0.0,0.0,2.59,3891.0,268.0
Tyler,SH0198 L,1.22,2,100.0,100.0,3.54,4266.17,20.31
Tyler,SH0198 R,2.44,4,46.17,50.0,3.36,4542.36,215.64
Tyler,SH0294 K,0.12,1,85.0,85.0,2.8,1227.0,136.0
Tyler,SH0322 K,0.47,7,81.3,97.2,2.91,24067.25,160.74
Tyler,SH0334 K,4.29,10,72.94,77.83,3.36,18881.32,757.84
Tyler,SL0007 K,0.7,1,84.0,84.0,4.17,4328.0,0.0
Tyler,SL0256 K,0.36,5,79.6,100.0,3.06,12240.0,0.0
Tyler,SL0281 A,0.64,4,100.0,100.0,2.67,99.0,3271.75
Tyler,SL0281 K,3.12,7,99.84,100.0,3.86,15451.53,841.43
Tyler,SL0281 L,3.32,11,98.09,98.46,3.89,8787.21,8699.92
Tyler,SL0281 R,3.25,8,94.74,95.8,3.72,9102.75,14468.74
Tyler,SL0281 X,0.66,4,75.0,100.0,3.0,99.0,3395.0
Tyler,SL0323 L,2.5,5,100.0,100.0,3.54,14056.0,2854.8
Tyler,SL0323 R,1.5,3,97.0,97.0,3.87,14144.33,3209.33
Tyler,SL0571 L,1.28,20,54.84,100.0,1.54,1814.29,4.81
Tyler,SL0571 R,0.06,1,71.0,100.0,2.2,1526.0,0.0
Tyler,US0069 A,2.47,12,99.02,99.02,4.07,687.79,823.02
Tyler,US0069 X,2.45,12,99.29,99.29,3.93,6150.11,840.17
Tyler,US0079 A,2.26,5,100.0,100.0,3.02,499.0,122.08
Tyler,US0079 K,4.47,9,85.89,94.4,3.25,10351.12,575.85
Tyler,US0079 L,27.27,53,93.62,93.89,4.33,4315.8,204.08
Tyler,US0079 R,7.07,13,88.52,88.52,3.62,4809.45,617.31
Tyler,US0079 X,0.98,2,100.0,100.0,3.09,499.0,50.0
Tyler,US0084 K,3.2,7,79.64,79.64,3.98,1104.71,1912.57
Tyler,US0175 A,0.9,4,100.0,100.0,2.76,99.0,1341.49
Tyler,US0175 K,87.17,194,96.02,97.93,3.69,12662.74,2629.09
Tyler,US0175 L,2.09,5,94.01,94.01,4.2,5023.59,5809.6
Tyler,US0175 R,3.09,7,93.84,93.84,4.44,5200.32,5293.85
Tyler,US0259 K,2.26,4,87.62,95.15,3.11,9460.05,18978.93
Tyler,US0259 L,2.61,6,91.75,91.75,3.83,3802.32,157.31
Tyler,US0259 R,2.07,8,72.82,81.69,3.24,4325.29,12644.07
Tyler,US0287 K,0.17,1,100.0,100.0,3.2,2909.0,120.0
Waco,BU0077LL,13.03,31,87.11,90.96,3.31,5741.41,1673.43
Waco,BU0077LR,13.88,33,88.73,90.33,3.44,5473.16,1551.92
Waco,BU0077LX,2.99,14,91.09,91.32,2.77,1194.77,535.32
Waco,BU0190EK,0.35,6,44.67,100.0,2.2,10451.5,15.83
Waco,FM0185 K,0.5,1,0.0,0.0,2.95,8406.0,6895.0
Waco,FM0434 R,0.13,1,33.0,100.0,2.0,6193.0,564.0
Waco,FM0934 K,0.5,1,89.0,100.0,2.48,512.0,108.0
Waco,FM0935 K,0.15,3,34.51,100.0,1.52,1142.78,266.24
Waco,FM0939 K,0.16,1,100.0,100.0,2.78,799.0,3.0
Waco,FM1237 K,0.77,6,72.5,96.5,2.27,1857.0,704.5
Waco,FM1242 K,0.76,5,33.2,81.0,1.68,1407.4,131.0
Waco,FM1695 K,0.19,1,1.0,100.0,0.8,28555.0,6.0
Waco,FM1741 L,0.14,1,61.0,100.0,2.54,16925.0,4.0
Waco,FM1858 R,0.68,2,55.0,97.0,1.97,1209.5,39.0
Waco,FM2113 K,1.48,8,96.02,100.0,3.37,4460.17,1931.61
Waco,FM2268 K,3.28,12,83.29,98.48,2.71,1051.99,273.18
Waco,FM2417 L,2.38,7,19.42,81.4,1.75,4425.8,362.18
Waco,FM2417 R,2.71,8,30.44,76.45,2.04,4508.16,337.68
Waco,FM2670 K,2.5,5,92.2,97.8,2.66,1077.8,14.0
Waco,FM2837 K,0.45,5,74.62,100.0,2.75,3747.93,126.2
Waco,FM2959 K,2.0,4,91.0,100.0,2.4,466.25,1762.0
Waco,FM3481 K,0.51,1,0.0,0.0,3.03,3932.0,0.0
Waco,IH0035 A,471.63,983,81.04,88.01,3.14,3356.76,1467.22
Waco,IH0035 L,919.66,1954,87.77,88.94,3.88,36926.15,1583.36
Waco,IH0035 R,923.78,1973,90.57,92.03,3.9,36792.36,1602.87
Waco,IH0035 X,534.56,1144,77.66,86.05,3.15,4658.51,1527.18
Waco,IH0035EL,23.53,52,97.32,97.91,4.02,17950.26,38.01
Waco,IH0035ER,17.64,39,93.88,93.9,4.13,18511.6,44.94
Waco,SH0006 A,18.32,35,88.55,98.52,3.28,12970.36,2851.23
Waco,SH0006 L,1.5,3,31.0,31.0,4.1,10490.33,2345.33
Waco,SH0006 R,4.5,9,77.78,77.78,4.24,14028.0,2652.22
Waco,SH0006 X,21.72,38,95.01,98.71,3.55,15292.2,2955.76
Waco,SH0009 R,3.22,5,97.0,97.0,4.18,7086.8,39.2
Waco,SH0022 K,17.81,41,66.6,87.39,2.83,11481.97,6068.23
Waco,SH0031 L,18.08,37,93.22,93.22,4.06,2672.83,0.2
Waco,SH0036 A,6.28,11,95.7,98.25,3.78,5954.24,537.91
Waco,SH0036 K,1.42,4,55.16,55.16,3.46,8884.86,8182.07
Waco,SH0036 X,1.86,6,100.0,100.0,3.6,7683.97,204.8
Waco,SH0053 K,0.18,3,64.86,100.0,2.59,9531.86,76.14
Waco,SH0081 K,3.13,7,73.01,73.01,3.83,2007.22,1599.76
Waco,SH0081 L,2.8,5,95.72,98.57,3.13,1290.06,156.94
Waco,SH0081 R,2.38,6,76.82,93.79,2.38,2067.95,263.22
Waco,SH0081 X,4.39,12,64.83,66.96,2.29,121.55,815.74
Waco,SH0095 K,0.5,1,0.0,0.0,2.58,5782.0,13.0
Waco,SH0201 X,0.23,1,100.0,100.0,4.22,80.0,212.0
Waco,SL0002 L,3.56,8,1.29,43.83,0.49,7749.61,136.57
Waco,SL0002 R,0.22,2,99.5,100.0,3.5,7674.0,33.0
Waco,SL0363 A,6.94,20,100.0,100.0,3.96,499.0,49.76
Waco,SL0363 K,9.7,20,99.85,100.0,3.74,15409.43,2632.02
Waco,SL0363 L,15.74,41,100.0,100.0,3.7,6459.64,58.49
Waco,SL0363 R,18.61,46,98.95,98.95,3.77,6438.5,59.96
Waco,SL0363 X,6.35,20,99.09,99.23,3.78,499.0,45.21
Waco,SL0396 L,0.73,2,36.26,61.68,2.42,8799.99,1950.08
Waco,SL0396 R,0.35,1,49.0,88.0,2.45,7569.0,8578.0
Waco,SL0484 X,4.0,8,87.12,87.12,2.94,1969.0,804.88
Waco,SL0574 L,7.84,24,99.99,99.99,4.09,2259.7,0.0
Waco,SL0574 R,7.85,25,99.47,99.47,4.06,2260.13,0.0
Waco,SS0290 K,0.59,3,98.0,100.0,3.22,5414.33,19.33
Waco,SS0290 L,2.61,6,100.0,100.0,3.47,2806.18,21.58
Waco,SS0290 R,4.32,10,98.9,98.9,3.52,3069.51,10844.72
Waco,SS0299 K,0.03,3,100.0,100.0,3.97,3935.0,1.0
Waco,SS0299 L,0.11,1,62.0,96.0,2.6,3773.0,91.0
Waco,SS0299 R,0.4,2,29.0,73.5,1.65,3778.5,100.5
Waco,SS0579 L,2.91,9,77.76,85.39,3.03,1987.7,116.56
Waco,SS0579 R,3.43,12,81.92,81.92,3.25,1943.47,99.68
Waco,US0084 A,1.9,8,51.39,93.29,1.96,2309.01,319.95
Waco,US0084 L,11.63,24,82.72,93.51,3.22,12688.84,1312.04
Waco,US0084 R,6.53,14,64.32,83.97,2.82,9067.29,1247.02
Waco,US0084 X,8.98,25,82.75,91.85,3.2,3696.5,1032.66
Waco,US0190 K,0.34,6,32.0,72.33,2.1,16708.67,0.0
Wichita Falls,BU0287FK,57.9,141,69.63,81.88,2.85,5200.39,3724.32
Wichita Falls,BU0287FL,14.45,29,84.92,84.92,4.29,771.5,445.26
Wichita Falls,BU0287FR,24.78,49,82.18,82.32,3.64,835.78,454.4
Wichita Falls,BU0287JK,72.68,141,72.4,86.23,2.85,6869.68,3688.4
Wichita Falls,FM0051 K,0.0,1,99.0,99.0,3.3,2400.0,508.0
Wichita Falls,FM0171 K,0.06,1,41.0,97.0,1.7,5072.0,0.0
Wichita Falls,FM0369 L,9.08,27,58.26,94.34,2.41,7206.37,271.87
Wichita Falls,FM0369 R,9.11,27,41.83,97.06,2.01,7205.31,301.76
Wichita Falls,FM0372 K,60.84,144,76.13,80.33,3.04,7106.3,2524.03
Wichita Falls,FM0677 K,1.04,2,50.0,50.0,3.03,276.0,50.5
Wichita Falls,FM0890 K,0.62,6,19.67,95.67,0.82,3643.83,519.0
Wichita Falls,FM2380 K,0.03,6,55.0,100.0,2.42,4143.33,0.67
Wichita Falls,FM3002 K,0.5,1,0.0,0.0,2.66,2672.0,99.0
Wichita Falls,FM3492 L,0.17,2,64.5,100.0,2.1,585.0,88.5
Wichita Falls,FM3492 R,0.17,2,31.0,81.0,1.65,585.0,88.5
Wichita Falls,IH0035 A,17.65,38,94.45,96.01,3.48,9065.98,408.17
Wichita Falls,IH0035 L,617.51,1348,94.02,96.52,3.57,18361.55,1036.66
Wichita Falls,IH0035 R,600.1,1279,93.18,93.95,3.82,18364.3,1060.82
Wichita Falls,IH0035 X,113.44,238,88.82,89.6,3.14,2469.88,1035.69
Wichita Falls,IH0044 A,28.99,58,80.63,85.33,2.63,525.89,1837.98
Wichita Falls,IH0044 L,49.38,104,83.42,84.54,3.55,16531.08,1659.57
Wichita Falls,IH0044 R,64.53,139,83.85,87.81,3.45,14749.54,1767.61
Wichita Falls,IH0044 X,34.58,69,52.32,67.03,2.29,736.72,2208.94
Wichita Falls,SH0079 K,3.5,7,79.86,95.14,3.04,4613.86,166.71
Wichita Falls,SH0079 L,11.28,36,42.29,77.19,2.19,6719.61,235.16
Wichita Falls,SH0079 R,11.2,34,27.3,50.48,2.24,7505.26,79.31
Wichita Falls,SH0079 X,3.28,8,89.97,91.46,2.92,699.96,1708.57
Wichita Falls,SH0114 K,20.02,40,60.0,60.0,2.4,1500.0,160.3
Wichita Falls,SH0148 K,0.97,8,89.67,96.95,2.64,708.1,37.8
Wichita Falls,SL0047 K,28.13,62,93.71,93.71,3.08,64.72,39.29
Wichita Falls,SL0267 K,55.56,134,79.41,83.22,3.21,4006.06,2582.61
Wichita Falls,SL0488 K,0.16,6,66.17,88.17,2.23,2243.0,0.0
Wichita Falls,SS0325 R,12.07,33,79.26,85.85,3.41,8436.16,1651.04
Wichita Falls,SS0447 L,27.63,62,59.92,87.28,2.26,4200.89,167.65
Wichita Falls,SS0447 R,26.53,59,65.2,89.94,2.29,4044.29,183.54
Wichita Falls,US0070 K,336.47,700,91.72,91.82,3.85,2162.33,535.28
Wichita Falls,US0070 L,173.83,379,88.58,92.33,3.44,6217.3,858.31
Wichita Falls,US0070 R,248.01,549,88.02,94.26,3.29,6542.83,858.05
Wichita Falls,US0070 X,2.06,6,91.48,92.23,3.06,2486.28,961.63
Wichita Falls,US0081 K,5.51,12,88.79,90.8,3.35,8005.86,7277.63
Wichita Falls,US0081 L,238.21,471,77.0,85.61,3.48,9217.09,1387.81
Wichita Falls,US0081 R,240.89,490,79.39,87.29,3.45,9385.5,1380.48
Wichita Falls,US0082 A,79.0,206,57.27,92.56,2.31,3908.25,1103.6
Wichita Falls,US0082 L,239.3,513,72.52,84.77,2.94,15297.65,1274.76
Wichita Falls,US0082 R,260.28,555,73.9,84.83,2.93,14375.3,1303.75
Wichita Falls,US0082 X,125.59,286,51.1,89.4,2.24,7117.41,1042.24
Wichita Falls,US0183 K,77.31,165,78.3,83.42,3.35,3020.16,3410.53
Wichita Falls,US0277 A,0.6,3,0.0,21.67,1.13,99.0,54.33
Wichita Falls,US0277 L,4.34,9,58.76,66.45,2.98,28854.5,466.4
Wichita Falls,US0277 R,4.34,9,53.55,66.44,2.81,28853.83,466.58
Wichita Falls,US0281 A,4.0,8,18.0,50.25,1.76,4037.12,3291.5
Wichita Falls,US0281 K,1.63,28,71.97,75.6,3.25,6585.31,674.44
Wichita Falls,US0281 L,87.57,176,81.66,87.63,3.42,8353.33,2414.91
Wichita Falls,US0281 R,87.52,176,86.34,89.46,3.66,8351.55,2414.39
Wichita Falls,US0281 X,16.0,32,55.91,65.47,2.4,2259.94,3268.25
Wichita Falls,US0283 K,3.02,7,60.04,60.04,3.52,1800.23,2241.21
Wichita Falls,US0287 A,40.06,149,78.08,79.44,2.82,150.51,385.55
Wichita Falls,US0287 K,0.5,1,56.0,56.0,4.5,14800.0,11.0
Wichita Falls,US0287 L,1011.54,2231,81.46,84.42,3.81,6598.27,1029.28
Wichita Falls,US0287 R,684.55,1500,81.38,84.77,3.86,6517.79,1215.97
Wichita Falls,US0380 K,1.01,2,100.0,100.0,5.0,1083.5,8.5
Yoakum,BS0071EK,1.0,2,91.5,91.5,3.65,10403.5,298.5
Yoakum,BU0077SK,0.0,1,100.0,100.0,2.9,1839.0,0.0
Yoakum,FM0521 K,4.49,9,81.3,81.3,4.04,1251.56,59.66
Yoakum,FM0616 K,0.03,4,33.5,77.75,1.7,1057.25,17.0
Yoakum,FM2031 K,0.5,1,0.0,0.0,2.61,822.0,202.0
Yoakum,FM3538 K,1.0,2,99.5,100.0,3.23,3375.0,18634.5
Yoakum,IH0010 A,50.28,109,90.9,91.6,3.82,1626.26,24.43
Yoakum,IH0010 L,48.52,97,98.05,98.05,4.07,25516.45,17.93
Yoakum,IH0010 R,53.4,107,97.55,97.56,4.14,25278.24,36.45
Yoakum,IH0010 X,49.36,101,97.32,97.35,4.03,1702.25,15.89
Yoakum,SH0035 L,6.35,13,69.95,69.95,4.24,9810.37,236.89
Yoakum,SH0035 R,4.85,10,51.58,51.58,3.72,9257.67,260.06
Yoakum,SH0071 K,10.76,51,44.77,78.25,2.4,10172.19,1269.99
Yoakum,SH0071 L,131.45,323,79.74,85.28,3.36,5598.88,1043.63
Yoakum,SH0071 R,628.7,1402,73.89,85.43,3.09,4945.73,1004.3
Yoakum,SH0111 K,1.62,6,82.48,98.74,2.91,5049.68,25965.31
Yoakum,US0059 A,6.38,16,46.08,76.39,1.74,1221.74,2228.07
Yoakum,US0059 L,15.92,38,73.88,83.61,3.3,8301.44,285.16
Yoakum,US0059 R,15.32,36,75.05,84.5,3.28,8285.4,310.56
Yoakum,US0059 X,4.95,10,69.78,89.86,2.14,628.02,5198.11
Yoakum,US0077 K,6.77,13,98.46,98.46,4.3,12559.5,5771.39
Yoakum,US0077 L,2.0,4,100.0,100.0,4.1,9127.5,77.25
Yoakum,US0077 R,1.0,2,100.0,100.0,4.15,9023.0,66.0
Yoakum,US0087 K,1.87,4,76.27,100.0,2.8,15476.15,824.06
